Afonso Cláudio,Águia Branca,Água Doce do Norte,Alegre,Alfredo Chaves,Alto Rio Novo,Anchieta,Apiacá,Aracruz,Atílio Vivacqua,Baixo Guandu,Barra de São Francisco,Boa Esperança,Bom Jesus do Norte,Brejetuba,Cachoeiro de Itapemirim,Cariacica,Castelo,Colatina,Conceição da Barra,Conceição do Castelo,Divino de São Lourenço,Domingos Martins,Dores do Rio Preto,Ecoporanga,Fundão,Governador Lindenberg,Guaçuí,Guarapari,Ibatiba,Ibiraçu,Ibitirama,Iconha,Irupi,Itaguaçu,Itapemirim,Itarana,Iúna,Jaguaré,Jerônimo Monteiro,João Neiva,Laranja da Terra,Linhares,Mantenópolis,Marataízes,Marechal Floriano,Marilândia,Mimoso do Sul,Montanha,Mucurici,Muniz Freire,Muqui,Nova Venécia,Pancas,Pedro Canário,Pinheiros,Piúma,Ponto Belo,Presidente Kennedy,Rio Bananal,Rio Novo do Sul,Santa Leopoldina,Santa Maria de Jetibá,Santa Teresa,São Domingos do Norte,São Gabriel da Palha,São José do Calçado,São Mateus,São Roque do Canaã,Serra,Sooretama,Vargem Alta,Venda Nova do Imigrante,Viana,Vila Pavão,Vila Valério,Vila Velha,Vitória
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,349,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,41,8,0,0,0,0,26184,153,0,0,0,0,0,0,0,0,0,0,0,217,0,30,0,0,0,0,0,0,45,86
0,0,0,9,0,0,0,0,10,0,0,21,74,0,0,0,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,66,0,0,0,240,0,99,27047,0,0,0,0,10,0,0,0,0,0,0,156,0,0,9,0,0,0,0,0,8,44
5,0,0,7,0,0,981,0,7,0,0,0,0,0,0,122,7,6,0,0,4,0,4,0,0,0,0,6,272,0,0,0,340,0,0,143,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,21711,0,11,0,5,0,0,4,0,0,0,0,0,13,0,11,0,0,0,0,52,136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,53,151,0,0,35,0,37,24,0,7863,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,3,12
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,11,0,0,0,0,0,0,0,0,0,0,11574,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19141,0,0,0,5,0,7,0,0,0,8,5,0,0,0,0,9,7,27
0,0,0,20,0,0,20,0,0,0,0,5,0,0,0,498,0,0,9,0,5,0,0,0,0,0,0,0,11,0,0,0,384,0,0,178,0,0,0,0,0,0,3,0,14,0,0,17,0,0,0,0,0,0,0,0,48,0,0,0,11622,0,0,0,0,0,4,0,0,5,0,64,15,0,0,0,9,40
0,0,0,11,0,0,0,0,5,0,5,0,0,0,0,0,162,0,0,0,0,0,57,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12224,318,136,0,0,0,5,0,62,0,0,0,5,0,0,67,109
29,20,0,0,0,0,0,0,8,0,0,11,0,0,0,0,10,0,14,0,0,0,62,0,0,0,0,0,11,0,0,0,0,0,0,0,64,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40431,249,0,0,0,0,0,11,0,0,0,0,0,0,54,126
0,0,0,8,0,0,0,0,45,0,0,0,0,0,0,0,9,0,276,0,0,0,0,0,0,71,0,0,0,0,89,0,0,0,0,0,23,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,282,23590,0,0,0,33,92,29,0,0,0,0,0,0,36,179
0,4,0,5,0,0,0,0,23,0,0,11,0,0,0,0,0,5,165,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,67,8,0,0,0,0,0,8,0,0,0,0,8638,114,0,6,0,0,0,0,0,0,0,12,5,21
0,63,0,12,0,0,0,0,0,0,23,26,13,0,0,0,0,19,196,0,0,0,0,0,10,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,9,0,0,0,0,0,0,0,0,0,7,206,37947,0,58,0,14,0,0,0,0,24,253,17,103
0,0,0,41,0,0,0,15,0,0,0,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10556,6,0,7,0,13,0,0,0,0,0,10
0,15,0,0,0,0,50,0,157,0,0,9,120,0,0,0,0,0,54,441,0,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,365,0,0,0,764,0,0,0,0,0,0,0,0,0,415,0,79,148,0,0,0,0,0,0,0,88,0,39,0,1.3061e+05,0,45,76,0,0,8,0,89,46,414
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,139,0,0,0,0,12415,0,0,0,0,0,0,0,0,23
17,13,0,55,0,0,112,0,879,0,21,74,20,0,0,63,2389,19,168,38,0,0,25,0,18,515,0,0,97,5,48,0,0,0,12,12,0,23,0,0,9,0,310,0,50,0,0,0,20,0,0,0,72,8,10,21,14,0,8,10,0,43,49,0,31,17,0,114,0,5.1751e+05,44,0,0,223,0,15,4887,47254
0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,6,0,0,0,42,0,0,0,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,42,0,13,30070,0,0,0,0,66,0,22
6,0,0,20,14,0,0,0,0,0,0,0,0,0,0,481,0,48,0,0,0,0,30,0,0,0,0,0,0,5,0,0,24,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,117,0,0,0,0,0,0,6,0,0,0,21402,48,0,0,0,0,18
77,0,0,26,0,0,0,0,8,0,0,0,0,0,47,111,32,116,0,0,144,0,222,0,0,0,0,0,13,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,34,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,25277,0,0,0,11,282
